name	commits
tensorflow/contrib/boosted_trees/python/ops/stats_accumulator_ops.py	5
tensorflow/contrib/boosted_trees/python/ops/training_ops.py	3
tensorflow/contrib/boosted_trees/python/training/__init__.py	1
tensorflow/contrib/boosted_trees/python/training/functions/__init__.py	1
tensorflow/contrib/boosted_trees/python/training/functions/gbdt_batch.py	6
tensorflow/contrib/boosted_trees/python/training/functions/gbdt_batch_test.py	6
tensorflow/contrib/boosted_trees/python/utils/__init__.py	1
tensorflow/contrib/boosted_trees/python/utils/losses.py	5
tensorflow/contrib/boosted_trees/python/utils/losses_test.py	5
tensorflow/contrib/boosted_trees/resources/BUILD	5
tensorflow/contrib/boosted_trees/resources/decision_tree_ensemble_resource.h	6
tensorflow/contrib/boosted_trees/resources/quantile_stream_resource.h	3
tensorflow/contrib/boosted_trees/resources/stamped_resource.h	2
tensorflow/contrib/checkpoint/README.md	1
tensorflow/contrib/checkpoint/__init__.py	6
tensorflow/contrib/checkpoint/python/BUILD	6
tensorflow/contrib/checkpoint/python/containers.py	4
tensorflow/contrib/checkpoint/python/containers_test.py	6
tensorflow/contrib/checkpoint/python/python_state.py	1
tensorflow/contrib/checkpoint/python/python_state_test.py	1
tensorflow/contrib/checkpoint/python/split_dependency.py	2
tensorflow/contrib/checkpoint/python/split_dependency_test.py	5
tensorflow/contrib/checkpoint/python/visualize.py	3
tensorflow/contrib/checkpoint/python/visualize_test.py	3
tensorflow/contrib/cloud/BUILD	6
tensorflow/contrib/cloud/README.md	2
tensorflow/contrib/cloud/__init__.py	6
tensorflow/contrib/cloud/kernels/BUILD	6
tensorflow/contrib/cloud/kernels/bigquery_reader_ops.cc	5
tensorflow/contrib/cloud/kernels/bigquery_table_accessor.cc	6
tensorflow/contrib/cloud/kernels/bigquery_table_accessor.h	5
tensorflow/contrib/cloud/kernels/bigquery_table_accessor_test.cc	5
tensorflow/contrib/cloud/kernels/bigquery_table_accessor_test_data.h	4
tensorflow/contrib/cloud/kernels/bigquery_table_partition.proto	2
tensorflow/contrib/cloud/kernels/gcs_config_ops.cc	3
tensorflow/contrib/cloud/ops/bigquery_reader_ops.cc	1
tensorflow/contrib/cloud/ops/gcs_config_ops.cc	2
tensorflow/contrib/cloud/python/ops/bigquery_reader_ops.py	5
tensorflow/contrib/cloud/python/ops/bigquery_reader_ops_test.py	5
tensorflow/contrib/cloud/python/ops/gcs_config_ops.py	5
tensorflow/contrib/cloud/python/ops/gcs_config_ops_test.py	2
tensorflow/contrib/cluster_resolver/BUILD	6
tensorflow/contrib/cluster_resolver/README.md	1
tensorflow/contrib/cluster_resolver/__init__.py	2
tensorflow/contrib/cluster_resolver/python/training/__init__.py	3
tensorflow/contrib/cluster_resolver/python/training/cluster_resolver.py	5
tensorflow/contrib/cluster_resolver/python/training/cluster_resolver_test.py	3
tensorflow/contrib/cluster_resolver/python/training/gce_cluster_resolver.py	4
tensorflow/contrib/cluster_resolver/python/training/gce_cluster_resolver_test.py	2
tensorflow/contrib/cluster_resolver/python/training/tpu_cluster_resolver.py	6
tensorflow/contrib/cluster_resolver/python/training/tpu_cluster_resolver_test.py	6
tensorflow/contrib/cmake/CMakeLists.txt	6
tensorflow/contrib/cmake/README.md	6
tensorflow/contrib/cmake/external/boringssl.cmake	6
tensorflow/contrib/cmake/external/cub.cmake	6
tensorflow/contrib/cmake/external/double_conversion.cmake	4
tensorflow/contrib/cmake/external/eigen.cmake	6
tensorflow/contrib/cmake/external/farmhash.cmake	6
tensorflow/contrib/cmake/external/fft2d.cmake	6
tensorflow/contrib/cmake/external/gemmlowp.cmake	6
tensorflow/contrib/cmake/external/gif.cmake	6
tensorflow/contrib/cmake/external/googletest.cmake	6
tensorflow/contrib/cmake/external/grpc.cmake	6
tensorflow/contrib/cmake/external/highwayhash.cmake	6
tensorflow/contrib/cmake/external/jemalloc.cmake	6
tensorflow/contrib/cmake/external/jpeg.cmake	6
tensorflow/contrib/cmake/external/jsoncpp.cmake	6
tensorflow/contrib/cmake/external/lmdb.cmake	6
tensorflow/contrib/cmake/external/mkl.cmake	2
tensorflow/contrib/cmake/external/mkldnn.cmake	4
tensorflow/contrib/cmake/external/nsync.cmake	6
tensorflow/contrib/cmake/external/png.cmake	6
tensorflow/contrib/cmake/external/protobuf.cmake	6
tensorflow/contrib/cmake/external/re2.cmake	6
tensorflow/contrib/cmake/external/snappy.cmake	6
tensorflow/contrib/cmake/external/sqlite.cmake	6
tensorflow/contrib/cmake/external/zlib.cmake	6
tensorflow/contrib/cmake/make.sh	2
tensorflow/contrib/cmake/patches/cub/CMakeLists.txt	1
tensorflow/contrib/cmake/patches/farmhash/CMakeLists.txt	2
tensorflow/contrib/cmake/patches/fft2d/CMakeLists.txt	2
tensorflow/contrib/cmake/patches/gemmlowp/CMakeLists.txt	1
tensorflow/contrib/cmake/patches/gif/CMakeLists.txt	4
tensorflow/contrib/cmake/patches/gif/unistd.h	3
tensorflow/contrib/cmake/patches/grpc/rand.h	2
tensorflow/contrib/cmake/patches/highwayhash/CMakeLists.txt	4
tensorflow/contrib/cmake/patches/jpeg/CMakeLists.txt	4
tensorflow/contrib/cmake/patches/lmdb/CMakeLists.txt	4
tensorflow/contrib/cmake/patches/sqlite/CMakeLists.txt	1
tensorflow/contrib/cmake/python_modules.txt	6
tensorflow/contrib/cmake/python_protos.txt	6
tensorflow/contrib/cmake/python_protos_cc.txt	2
tensorflow/contrib/cmake/python_sanity_test.py	3
tensorflow/contrib/cmake/tests/cuda/compatibility_test.c	2
tensorflow/contrib/cmake/tests/cuda/compatibility_test.cc	3
tensorflow/contrib/cmake/tf_c.cmake	6
tensorflow/contrib/cmake/tf_cc_ops.cmake	6
tensorflow/contrib/cmake/tf_core_cpu.cmake	6
tensorflow/contrib/cmake/tf_core_direct_session.cmake	6
tensorflow/contrib/cmake/tf_core_distributed_runtime.cmake	6
tensorflow/contrib/cmake/tf_core_framework.cmake	6
tensorflow/contrib/cmake/tf_core_kernels.cmake	6
tensorflow/contrib/cmake/tf_core_ops.cmake	6
tensorflow/contrib/cmake/tf_core_profiler.cmake	2
tensorflow/contrib/cmake/tf_grappler.cmake	4
tensorflow/contrib/cmake/tf_label_image_example.cmake	6
tensorflow/contrib/cmake/tf_python.cmake	6
tensorflow/contrib/cmake/tf_shared_lib.cmake	6
tensorflow/contrib/cmake/tf_stream_executor.cmake	6
tensorflow/contrib/cmake/tf_tests.cmake	6
tensorflow/contrib/cmake/tf_tools.cmake	6
tensorflow/contrib/cmake/tf_tutorials.cmake	6
tensorflow/contrib/cmake/tools/create_def_file.py	6
tensorflow/contrib/coder/BUILD	6
tensorflow/contrib/coder/__init__.py	3
tensorflow/contrib/coder/kernels/pmf_to_cdf_op.cc	2
tensorflow/contrib/coder/kernels/pmf_to_cdf_op_test.cc	2
tensorflow/contrib/coder/kernels/range_coder.cc	3
tensorflow/contrib/coder/kernels/range_coder.h	2
tensorflow/contrib/coder/kernels/range_coder_ops.cc	1
tensorflow/contrib/coder/kernels/range_coder_ops_test.cc	2
tensorflow/contrib/coder/kernels/range_coder_ops_util.cc	1
tensorflow/contrib/coder/kernels/range_coder_ops_util.h	2
tensorflow/contrib/coder/kernels/range_coder_test.cc	1
tensorflow/contrib/coder/ops/coder_ops.cc	3
tensorflow/contrib/coder/python/ops/coder_ops.py	1
tensorflow/contrib/coder/python/ops/coder_ops_test.py	1
tensorflow/contrib/compiler/BUILD	6
tensorflow/contrib/compiler/__init__.py	1
tensorflow/contrib/compiler/jit.py	5
tensorflow/contrib/compiler/jit_test.py	6
tensorflow/contrib/constrained_optimization/BUILD	1
tensorflow/contrib/constrained_optimization/README.md	3
tensorflow/contrib/constrained_optimization/__init__.py	1
tensorflow/contrib/constrained_optimization/python/candidates.py	2
tensorflow/contrib/constrained_optimization/python/candidates_test.py	1
tensorflow/contrib/constrained_optimization/python/constrained_minimization_problem.py	2
tensorflow/contrib/constrained_optimization/python/constrained_optimizer.py	2
tensorflow/contrib/constrained_optimization/python/external_regret_optimizer.py	2
tensorflow/contrib/constrained_optimization/python/external_regret_optimizer_test.py	1
tensorflow/contrib/constrained_optimization/python/swap_regret_optimizer.py	6
tensorflow/contrib/constrained_optimization/python/swap_regret_optimizer_test.py	1
tensorflow/contrib/constrained_optimization/python/test_util.py	1
tensorflow/contrib/copy_graph/BUILD	6
tensorflow/contrib/copy_graph/__init__.py	6
tensorflow/contrib/copy_graph/python/__init__.py	4
tensorflow/contrib/copy_graph/python/util/__init__.py	4
tensorflow/contrib/copy_graph/python/util/copy_elements.py	6
tensorflow/contrib/copy_graph/python/util/copy_test.py	6
tensorflow/contrib/crf/BUILD	6
tensorflow/contrib/crf/README.md	5
tensorflow/contrib/crf/__init__.py	6
tensorflow/contrib/crf/python/__init__.py	1
tensorflow/contrib/crf/python/kernel_tests/crf_test.py	6
tensorflow/contrib/crf/python/ops/__init__.py	1
tensorflow/contrib/crf/python/ops/crf.py	6
tensorflow/contrib/cudnn_rnn/BUILD	6
tensorflow/contrib/cudnn_rnn/__init__.py	6
tensorflow/contrib/cudnn_rnn/python/kernel_tests/cudnn_rnn_ops_benchmark.py	6
tensorflow/contrib/cudnn_rnn/python/kernel_tests/cudnn_rnn_ops_test.py	6
tensorflow/contrib/cudnn_rnn/python/kernel_tests/cudnn_rnn_test.py	6
tensorflow/contrib/cudnn_rnn/python/layers/__init__.py	2
tensorflow/contrib/cudnn_rnn/python/layers/cudnn_rnn.py	6
tensorflow/contrib/cudnn_rnn/python/ops/cudnn_rnn_ops.py	6
tensorflow/contrib/data/BUILD	6
tensorflow/contrib/data/README.md	6
tensorflow/contrib/data/__init__.py	6
tensorflow/contrib/data/kernels/BUILD	6
tensorflow/contrib/data/kernels/assert_next_dataset_op.cc	4
tensorflow/contrib/data/kernels/csv_dataset_op.cc	6
tensorflow/contrib/data/kernels/directed_interleave_dataset_op.cc	6
tensorflow/contrib/data/kernels/identity_indexed_dataset.cc	1
tensorflow/contrib/data/kernels/ignore_errors_dataset_op.cc	6
tensorflow/contrib/data/kernels/indexed_dataset.cc	1
tensorflow/contrib/data/kernels/indexed_dataset.h	1
tensorflow/contrib/data/kernels/lmdb_dataset_op.cc	2
tensorflow/contrib/data/kernels/prefetching_kernels.cc	6
tensorflow/contrib/data/kernels/threadpool_dataset_op.cc	6
tensorflow/contrib/data/kernels/unique_dataset_op.cc	6
tensorflow/contrib/data/ops/dataset_ops.cc	6
tensorflow/contrib/data/ops/indexed_dataset_ops.cc	1
tensorflow/contrib/data/python/kernel_tests/BUILD	6
tensorflow/contrib/data/python/kernel_tests/batch_dataset_op_test.py	6
tensorflow/contrib/data/python/kernel_tests/bucketing_test.py	6
tensorflow/contrib/data/python/kernel_tests/csv_dataset_op_test.py	6
tensorflow/contrib/data/python/kernel_tests/dataset_constructor_op_test.py	6
tensorflow/contrib/data/python/kernel_tests/directed_interleave_dataset_test.py	4
tensorflow/contrib/data/python/kernel_tests/get_single_element_test.py	4
tensorflow/contrib/data/python/kernel_tests/indexed_dataset_ops_test.py	1
tensorflow/contrib/data/python/kernel_tests/interleave_dataset_op_test.py	6
tensorflow/contrib/data/python/kernel_tests/iterator_ops_test.py	6
tensorflow/contrib/data/python/kernel_tests/lmdb_dataset_op_test.py	1
tensorflow/contrib/data/python/kernel_tests/map_dataset_op_test.py	6
tensorflow/contrib/data/python/kernel_tests/map_defun_op_test.py	2
tensorflow/contrib/data/python/kernel_tests/optimization/BUILD	2
tensorflow/contrib/data/python/kernel_tests/optimization/latency_all_edges_test.py	1
tensorflow/contrib/data/python/kernel_tests/optimization/map_and_filter_fusion_test.py	1
tensorflow/contrib/data/python/kernel_tests/optimization/map_vectorization_test.py	2
tensorflow/contrib/data/python/kernel_tests/optimize_dataset_op_test.py	6
tensorflow/contrib/data/python/kernel_tests/parsing_ops_test.py	1
tensorflow/contrib/data/python/kernel_tests/prefetching_ops_test.py	6
tensorflow/contrib/data/python/kernel_tests/range_dataset_op_test.py	6
tensorflow/contrib/data/python/kernel_tests/reader_dataset_ops_test.py	6
tensorflow/contrib/data/python/kernel_tests/reader_dataset_ops_test_base.py	2
tensorflow/contrib/data/python/kernel_tests/resample_test.py	6
tensorflow/contrib/data/python/kernel_tests/scan_dataset_op_test.py	6
tensorflow/contrib/data/python/kernel_tests/serialization/BUILD	4
tensorflow/contrib/data/python/kernel_tests/serialization/batch_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/cache_dataset_serialization_test.py	2
tensorflow/contrib/data/python/kernel_tests/serialization/concatenate_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/csv_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/dataset_constructor_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/dataset_serialization_test_base.py	6
tensorflow/contrib/data/python/kernel_tests/serialization/filter_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/fixed_length_record_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/flat_map_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/group_by_reducer_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/group_by_window_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/ignore_errors_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/interleave_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/map_and_batch_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/map_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/optimize_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/padded_batch_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/parallel_interleave_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/parallel_map_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/prefetch_dataset_serialization_test.py	2
tensorflow/contrib/data/python/kernel_tests/serialization/range_dataset_serialization_test.py	2
tensorflow/contrib/data/python/kernel_tests/serialization/sample_from_datasets_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/scan_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/sequence_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/serialization_integration_test.py	2
tensorflow/contrib/data/python/kernel_tests/serialization/shuffle_and_repeat_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/shuffle_dataset_serialization_test.py	2
tensorflow/contrib/data/python/kernel_tests/serialization/sql_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/stats_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/textline_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/tf_record_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/unbatch_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/unique_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/serialization/zip_dataset_serialization_test.py	1
tensorflow/contrib/data/python/kernel_tests/shuffle_dataset_op_test.py	6
tensorflow/contrib/data/python/kernel_tests/slide_dataset_op_test.py	6
tensorflow/contrib/data/python/kernel_tests/sql_dataset_op_test.py	6
tensorflow/contrib/data/python/kernel_tests/sql_dataset_op_test_base.py	1
tensorflow/contrib/data/python/kernel_tests/stats_dataset_ops_test.py	6
tensorflow/contrib/data/python/kernel_tests/stats_dataset_test_base.py	1
tensorflow/contrib/data/python/kernel_tests/test_utils.py	1
tensorflow/contrib/data/python/kernel_tests/threadpool_dataset_ops_test.py	2
tensorflow/contrib/data/python/kernel_tests/unique_dataset_op_test.py	3
tensorflow/contrib/data/python/kernel_tests/window_dataset_op_test.py	1
tensorflow/contrib/data/python/kernel_tests/writer_ops_test.py	1
tensorflow/contrib/data/python/ops/BUILD	6
tensorflow/contrib/data/python/ops/batching.py	6
tensorflow/contrib/data/python/ops/contrib_op_loader.py	1
tensorflow/contrib/data/python/ops/counter.py	2
tensorflow/contrib/data/python/ops/enumerate_ops.py	5
tensorflow/contrib/data/python/ops/error_ops.py	6
tensorflow/contrib/data/python/ops/get_single_element.py	5
tensorflow/contrib/data/python/ops/grouping.py	6
tensorflow/contrib/data/python/ops/indexed_dataset_ops.py	1
tensorflow/contrib/data/python/ops/interleave_ops.py	6
tensorflow/contrib/data/python/ops/iterator_ops.py	6
tensorflow/contrib/data/python/ops/map_defun.py	1
tensorflow/contrib/data/python/ops/optimization.py	6
tensorflow/contrib/data/python/ops/parsing_ops.py	2
tensorflow/contrib/data/python/ops/prefetching_ops.py	6
tensorflow/contrib/data/python/ops/random_ops.py	3
tensorflow/contrib/data/python/ops/readers.py	6
tensorflow/contrib/data/python/ops/resampling.py	6
tensorflow/contrib/data/python/ops/scan_ops.py	6
tensorflow/contrib/data/python/ops/shuffle_ops.py	6
tensorflow/contrib/data/python/ops/sliding.py	6
tensorflow/contrib/data/python/ops/stats_ops.py	6
tensorflow/contrib/data/python/ops/threadpool.py	6
tensorflow/contrib/data/python/ops/unique.py	5
tensorflow/contrib/data/python/ops/writers.py	2
tensorflow/contrib/decision_trees/__init__.py	2
tensorflow/contrib/decision_trees/proto/BUILD	6
tensorflow/contrib/decision_trees/proto/generic_tree_model.proto	1
tensorflow/contrib/decision_trees/proto/generic_tree_model_extensions.proto	1
tensorflow/contrib/decision_trees/proto/generic_tree_model_proto.swig	2
tensorflow/contrib/deprecated/BUILD	6
tensorflow/contrib/deprecated/__init__.py	6
tensorflow/contrib/deprecated/summaries_test.py	2
tensorflow/contrib/distribute/BUILD	4
tensorflow/contrib/distribute/README.md	6
tensorflow/contrib/distribute/__init__.py	6
tensorflow/contrib/distribute/python/BUILD	6
tensorflow/contrib/distribute/python/checkpoint_utils_test.py	4
tensorflow/contrib/distribute/python/collective_all_reduce_strategy.py	4
tensorflow/contrib/distribute/python/collective_all_reduce_strategy_test.py	4
tensorflow/contrib/distribute/python/combinations.py	6
tensorflow/contrib/distribute/python/combinations_test.py	3
tensorflow/contrib/distribute/python/cross_tower_ops.py	6
tensorflow/contrib/distribute/python/cross_tower_ops_test.py	6
tensorflow/contrib/distribute/python/cross_tower_utils.py	6
tensorflow/contrib/distribute/python/cross_tower_utils_test.py	2
tensorflow/contrib/distribute/python/estimator_integration_test.py	6
tensorflow/contrib/distribute/python/examples/BUILD	3
tensorflow/contrib/distribute/python/examples/keras_mnist.py	1
tensorflow/contrib/distribute/python/examples/keras_model_with_estimator.py	5
tensorflow/contrib/distribute/python/examples/simple_estimator_example.py	3
tensorflow/contrib/distribute/python/input_ops.py	1
tensorflow/contrib/distribute/python/input_ops_test.py	2
tensorflow/contrib/distribute/python/keras_test.py	6
tensorflow/contrib/distribute/python/metrics_v1_test.py	4
tensorflow/contrib/distribute/python/minimize_loss_test.py	6
tensorflow/contrib/distribute/python/mirrored_strategy.py	6
tensorflow/contrib/distribute/python/mirrored_strategy_multigpu_test.py	6
tensorflow/contrib/distribute/python/mirrored_strategy_test.py	6
tensorflow/contrib/distribute/python/monitor.py	2
tensorflow/contrib/distribute/python/monitor_test.py	4
tensorflow/contrib/distribute/python/multi_worker_test_base.py	6
tensorflow/contrib/distribute/python/one_device_strategy.py	6
tensorflow/contrib/distribute/python/one_device_strategy_test.py	3
tensorflow/contrib/distribute/python/optimizer_v2_test.py	5
tensorflow/contrib/distribute/python/parameter_server_strategy.py	6
tensorflow/contrib/distribute/python/parameter_server_strategy_test.py	6
tensorflow/contrib/distribute/python/prefetching_ops_v2.py	6
tensorflow/contrib/distribute/python/prefetching_ops_v2_test.py	3
tensorflow/contrib/distribute/python/shared_variable_creator.py	3
tensorflow/contrib/distribute/python/shared_variable_creator_test.py	3
tensorflow/contrib/distribute/python/single_loss_example.py	6
tensorflow/contrib/distribute/python/step_fn.py	5
tensorflow/contrib/distribute/python/step_fn_test.py	4
tensorflow/contrib/distribute/python/strategy_test_lib.py	4
tensorflow/contrib/distribute/python/tpu_strategy.py	6
tensorflow/contrib/distribute/python/values.py	6
tensorflow/contrib/distribute/python/values_test.py	6
tensorflow/contrib/distribute/python/warm_starting_util_test.py	2
tensorflow/contrib/distributions/BUILD	6
tensorflow/contrib/distributions/__init__.py	6
tensorflow/contrib/distributions/python/__init__.py	3
tensorflow/contrib/distributions/python/kernel_tests/autoregressive_test.py	3
tensorflow/contrib/distributions/python/kernel_tests/batch_reshape_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/bijectors/absolute_value_test.py	4
tensorflow/contrib/distributions/python/kernel_tests/bijectors/affine_linear_operator_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/bijectors/affine_scalar_test.py	3
tensorflow/contrib/distributions/python/kernel_tests/bijectors/affine_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/bijectors/batch_normalization_test.py	3
tensorflow/contrib/distributions/python/kernel_tests/bijectors/chain_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/bijectors/cholesky_outer_product_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/bijectors/conditional_bijector_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/bijectors/exp_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/bijectors/fill_triangular_test.py	2
tensorflow/contrib/distributions/python/kernel_tests/bijectors/gumbel_test.py	3
tensorflow/contrib/distributions/python/kernel_tests/bijectors/inline_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/bijectors/invert_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/bijectors/kumaraswamy_bijector_test.py	5
tensorflow/contrib/distributions/python/kernel_tests/bijectors/masked_autoregressive_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/bijectors/matrix_inverse_tril_test.py	4
tensorflow/contrib/distributions/python/kernel_tests/bijectors/ordered_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/bijectors/permute_test.py	3
tensorflow/contrib/distributions/python/kernel_tests/bijectors/power_transform_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/bijectors/real_nvp_test.py	3
tensorflow/contrib/distributions/python/kernel_tests/bijectors/reshape_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/bijectors/scale_tril_test.py	2
tensorflow/contrib/distributions/python/kernel_tests/bijectors/sigmoid_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/bijectors/sinh_arcsinh_bijector_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/bijectors/softmax_centered_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/bijectors/softplus_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/bijectors/softsign_test.py	3
tensorflow/contrib/distributions/python/kernel_tests/bijectors/square_test.py	3
tensorflow/contrib/distributions/python/kernel_tests/bijectors/transform_diagonal_test.py	2
tensorflow/contrib/distributions/python/kernel_tests/bijectors/weibull_test.py	3
tensorflow/contrib/distributions/python/kernel_tests/binomial_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/cauchy_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/chi2_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/conditional_distribution_test.py	3
tensorflow/contrib/distributions/python/kernel_tests/conditional_transformed_distribution_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/deterministic_test.py	3
tensorflow/contrib/distributions/python/kernel_tests/distribution_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/distribution_util_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/estimator_test.py	1
tensorflow/contrib/distributions/python/kernel_tests/geometric_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/half_normal_test.py	4
tensorflow/contrib/distributions/python/kernel_tests/independent_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/inverse_gamma_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/kumaraswamy_test.py	3
tensorflow/contrib/distributions/python/kernel_tests/logistic_test.py	5
tensorflow/contrib/distributions/python/kernel_tests/mixture_same_family_test.py	5
tensorflow/contrib/distributions/python/kernel_tests/mixture_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/moving_stats_test.py	3
tensorflow/contrib/distributions/python/kernel_tests/mvn_diag_plus_low_rank_test.py	5
tensorflow/contrib/distributions/python/kernel_tests/mvn_diag_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/mvn_full_covariance_test.py	5
tensorflow/contrib/distributions/python/kernel_tests/mvn_tril_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/negative_binomial_test.py	5
tensorflow/contrib/distributions/python/kernel_tests/normal_conjugate_posteriors_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/onehot_categorical_test.py	4
tensorflow/contrib/distributions/python/kernel_tests/poisson_lognormal_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/poisson_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/quantized_distribution_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/relaxed_bernoulli_test.py	4
tensorflow/contrib/distributions/python/kernel_tests/relaxed_onehot_categorical_test.py	4
tensorflow/contrib/distributions/python/kernel_tests/sample_stats_test.py	4
tensorflow/contrib/distributions/python/kernel_tests/seed_stream_test.py	3
tensorflow/contrib/distributions/python/kernel_tests/shape_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/sinh_arcsinh_test.py	3
tensorflow/contrib/distributions/python/kernel_tests/statistical_testing_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/transformed_distribution_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/util/BUILD	2
tensorflow/contrib/distributions/python/kernel_tests/util/correlation_matrix_volumes.py	1
tensorflow/contrib/distributions/python/kernel_tests/util/correlation_matrix_volumes_lib.py	1
tensorflow/contrib/distributions/python/kernel_tests/util/correlation_matrix_volumes_test.py	1
tensorflow/contrib/distributions/python/kernel_tests/vector_diffeomixture_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/vector_exponential_diag_test.py	3
tensorflow/contrib/distributions/python/kernel_tests/vector_laplace_diag_test.py	4
tensorflow/contrib/distributions/python/kernel_tests/vector_sinh_arcsinh_diag_test.py	4
tensorflow/contrib/distributions/python/kernel_tests/vector_student_t_test.py	6
tensorflow/contrib/distributions/python/kernel_tests/wishart_test.py	6
tensorflow/contrib/distributions/python/ops/autoregressive.py	6
tensorflow/contrib/distributions/python/ops/batch_reshape.py	6
tensorflow/contrib/distributions/python/ops/bijectors/__init__.py	6
tensorflow/contrib/distributions/python/ops/bijectors/absolute_value.py	4
tensorflow/contrib/distributions/python/ops/bijectors/affine.py	6
tensorflow/contrib/distributions/python/ops/bijectors/affine_linear_operator.py	5
tensorflow/contrib/distributions/python/ops/bijectors/affine_scalar.py	3
tensorflow/contrib/distributions/python/ops/bijectors/batch_normalization.py	5
tensorflow/contrib/distributions/python/ops/bijectors/chain.py	6
tensorflow/contrib/distributions/python/ops/bijectors/cholesky_outer_product.py	6
tensorflow/contrib/distributions/python/ops/bijectors/conditional_bijector.py	5
tensorflow/contrib/distributions/python/ops/bijectors/exp.py	5
tensorflow/contrib/distributions/python/ops/bijectors/fill_triangular.py	2
tensorflow/contrib/distributions/python/ops/bijectors/gumbel.py	4
tensorflow/contrib/distributions/python/ops/bijectors/inline.py	5
tensorflow/contrib/distributions/python/ops/bijectors/invert.py	6
tensorflow/contrib/distributions/python/ops/bijectors/kumaraswamy.py	3
tensorflow/contrib/distributions/python/ops/bijectors/masked_autoregressive.py	6
tensorflow/contrib/distributions/python/ops/bijectors/matrix_inverse_tril.py	2
tensorflow/contrib/distributions/python/ops/bijectors/ordered.py	6
tensorflow/contrib/distributions/python/ops/bijectors/permute.py	6
